population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,207,Ghana,1,Male,12,35-39 years,297,Tuberculosis,3,Rate,1990,73.79295923366493,105.43636724841174,51.643239395654454
1,All Population,1,Deaths,207,Ghana,2,Female,12,35-39 years,297,Tuberculosis,3,Rate,1990,60.61417312049101,97.57145281153873,34.35587372734667
1,All Population,1,Deaths,207,Ghana,3,Both,12,35-39 years,297,Tuberculosis,3,Rate,1990,67.08809012226737,91.23918419197076,48.030722198175646
1,All Population,1,Deaths,207,Ghana,1,Male,13,40-44 years,297,Tuberculosis,1,Number,1990,351.5754489065898,521.5174888692937,240.8721441910516
1,All Population,1,Deaths,207,Ghana,2,Female,13,40-44 years,297,Tuberculosis,1,Number,1990,194.75067263097782,323.27112425654764,106.63277956889446
1,All Population,1,Deaths,207,Ghana,3,Both,13,40-44 years,297,Tuberculosis,1,Number,1990,546.3261215375672,751.3163834292027,412.0304803829851
1,All Population,1,Deaths,207,Ghana,1,Male,13,40-44 years,297,Tuberculosis,2,Percent,1990,0.13421297403941918,0.18593863275929615,0.0929506627766342
1,All Population,1,Deaths,207,Ghana,2,Female,13,40-44 years,297,Tuberculosis,2,Percent,1990,0.07908942176532935,0.12539057424545832,0.04493557225689552
1,All Population,1,Deaths,207,Ghana,3,Both,13,40-44 years,297,Tuberculosis,2,Percent,1990,0.10742260823788637,0.14561292452008454,0.07963941862461116
1,All Population,1,Deaths,207,Ghana,1,Male,13,40-44 years,297,Tuberculosis,3,Rate,1990,115.55363760062075,171.4091330853977,79.16836213820025
1,All Population,1,Deaths,207,Ghana,2,Female,13,40-44 years,297,Tuberculosis,3,Rate,1990,64.01064254826296,106.25273895803484,35.04805731708941
1,All Population,1,Deaths,207,Ghana,3,Both,13,40-44 years,297,Tuberculosis,3,Rate,1990,89.78238155871611,123.47016104320913,67.71244563495114
1,All Population,1,Deaths,207,Ghana,1,Male,14,45-49 years,297,Tuberculosis,1,Number,1990,422.5836287011387,600.1603575187772,279.74244878928124
1,All Population,1,Deaths,207,Ghana,2,Female,14,45-49 years,297,Tuberculosis,1,Number,1990,168.30270828325573,294.56794702755235,89.83578807411668
1,All Population,1,Deaths,207,Ghana,3,Both,14,45-49 years,297,Tuberculosis,1,Number,1990,590.8863369843945,843.0530524085667,410.89040668244604
1,All Population,1,Deaths,207,Ghana,1,Male,14,45-49 years,297,Tuberculosis,2,Percent,1990,0.13714667835539546,0.19053549840380943,0.09566316951460326
1,All Population,1,Deaths,207,Ghana,2,Female,14,45-49 years,297,Tuberculosis,2,Percent,1990,0.07359062999942916,0.12783593770442384,0.039039303469819334
1,All Population,1,Deaths,207,Ghana,3,Both,14,45-49 years,297,Tuberculosis,2,Percent,1990,0.1099318392386225,0.15194853791878923,0.0803618013006589
1,All Population,1,Deaths,207,Ghana,1,Male,14,45-49 years,297,Tuberculosis,3,Rate,1990,173.51381409767004,246.4272291460486,114.86289566787352
1,All Population,1,Deaths,207,Ghana,2,Female,14,45-49 years,297,Tuberculosis,3,Rate,1990,69.25287393576086,121.20825094912931,36.965456883473635
1,All Population,1,Deaths,207,Ghana,3,Both,14,45-49 years,297,Tuberculosis,3,Rate,1990,121.43887860127792,173.26414722732804,84.44613979432239
1,All Population,1,Deaths,207,Ghana,1,Male,15,50-54 years,297,Tuberculosis,1,Number,1990,565.5476268007546,826.3489453884805,380.52885943141655
1,All Population,1,Deaths,207,Ghana,2,Female,15,50-54 years,297,Tuberculosis,1,Number,1990,226.78806125366268,375.26926346219386,127.60406185100854
1,All Population,1,Deaths,207,Ghana,3,Both,15,50-54 years,297,Tuberculosis,1,Number,1990,792.3356880544176,1102.3275033297064,565.4351109559497
1,All Population,1,Deaths,207,Ghana,1,Male,15,50-54 years,297,Tuberculosis,2,Percent,1990,0.1437936998303802,0.2026233741063019,0.10112399610374616
1,All Population,1,Deaths,207,Ghana,2,Female,15,50-54 years,297,Tuberculosis,2,Percent,1990,0.08905330729413381,0.148132542524709,0.051028630632346514
1,All Population,1,Deaths,207,Ghana,3,Both,15,50-54 years,297,Tuberculosis,2,Percent,1990,0.12213602670501272,0.16929468666208192,0.08920352589137205
1,All Population,1,Deaths,207,Ghana,1,Male,15,50-54 years,297,Tuberculosis,3,Rate,1990,282.8659398728948,413.309083131628,190.32641703534188
1,All Population,1,Deaths,207,Ghana,2,Female,15,50-54 years,297,Tuberculosis,3,Rate,1990,113.69645846993012,188.1350631616703,63.97219429734542
1,All Population,1,Deaths,207,Ghana,3,Both,15,50-54 years,297,Tuberculosis,3,Rate,1990,198.3800685273972,275.993886110508,141.57011699760002
1,All Population,1,Deaths,207,Ghana,1,Male,16,55-59 years,297,Tuberculosis,1,Number,1990,584.4723508261172,897.0479954234008,377.8360970457577
1,All Population,1,Deaths,207,Ghana,2,Female,16,55-59 years,297,Tuberculosis,1,Number,1990,204.4831841200413,337.4864008902125,113.97553972030875
1,All Population,1,Deaths,207,Ghana,3,Both,16,55-59 years,297,Tuberculosis,1,Number,1990,788.955534946159,1156.2061377928298,545.8830182718515
1,All Population,1,Deaths,207,Ghana,1,Male,16,55-59 years,297,Tuberculosis,2,Percent,1990,0.12921504542704973,0.19074889249543406,0.0850868115652818
1,All Population,1,Deaths,207,Ghana,2,Female,16,55-59 years,297,Tuberculosis,2,Percent,1990,0.0778923539793881,0.1313773977923773,0.04404894820713511
1,All Population,1,Deaths,207,Ghana,3,Both,16,55-59 years,297,Tuberculosis,2,Percent,1990,0.1102734501813572,0.15909640978368553,0.07625864846918036
1,All Population,1,Deaths,207,Ghana,1,Male,16,55-59 years,297,Tuberculosis,3,Rate,1990,352.12335675766127,540.4388263615087,227.63252120979612
1,All Population,1,Deaths,207,Ghana,2,Female,16,55-59 years,297,Tuberculosis,3,Rate,1990,124.40691116342288,205.32564022362078,69.34235157676186
1,All Population,1,Deaths,207,Ghana,3,Both,16,55-59 years,297,Tuberculosis,3,Rate,1990,238.82302955863986,349.99266801622974,165.2430719269811
1,All Population,1,Deaths,207,Ghana,1,Male,17,60-64 years,297,Tuberculosis,1,Number,1990,515.7843395660088,841.7638838945114,331.4893135596469
1,All Population,1,Deaths,207,Ghana,2,Female,17,60-64 years,297,Tuberculosis,1,Number,1990,248.9698668817616,421.83662997294476,143.92287855982897
1,All Population,1,Deaths,207,Ghana,3,Both,17,60-64 years,297,Tuberculosis,1,Number,1990,764.7542064477705,1115.8434630224385,519.8469169885468
1,All Population,1,Deaths,207,Ghana,1,Male,17,60-64 years,297,Tuberculosis,2,Percent,1990,0.11120641796873626,0.17313478929739357,0.07362709048648215
1,All Population,1,Deaths,207,Ghana,2,Female,17,60-64 years,297,Tuberculosis,2,Percent,1990,0.08210949825604628,0.13789029017381255,0.04700678514301934
1,All Population,1,Deaths,207,Ghana,3,Both,17,60-64 years,297,Tuberculosis,2,Percent,1990,0.09979247886407094,0.144513332230283,0.07040745248690958
1,All Population,1,Deaths,207,Ghana,1,Male,17,60-64 years,297,Tuberculosis,3,Rate,1990,419.80925913423425,685.1318377774932,269.8071121226462
1,All Population,1,Deaths,207,Ghana,2,Female,17,60-64 years,297,Tuberculosis,3,Rate,1990,193.15364552348814,327.2656402765094,111.6570009705929
1,All Population,1,Deaths,207,Ghana,3,Both,17,60-64 years,297,Tuberculosis,3,Rate,1990,303.7645058895139,443.2190569692591,206.48600628259197
1,All Population,1,Deaths,207,Ghana,1,Male,18,65-69 years,297,Tuberculosis,1,Number,1990,468.6884692944023,760.53323115252,302.2173293509975
1,All Population,1,Deaths,207,Ghana,2,Female,18,65-69 years,297,Tuberculosis,1,Number,1990,226.936885649309,371.269951591966,129.50706238516395
1,All Population,1,Deaths,207,Ghana,3,Both,18,65-69 years,297,Tuberculosis,1,Number,1990,695.6253549437112,1064.6775437595468,469.3500956821295
1,All Population,1,Deaths,207,Ghana,1,Male,18,65-69 years,297,Tuberculosis,2,Percent,1990,0.09975114681745467,0.1551269652197974,0.06637829474993934
1,All Population,1,Deaths,207,Ghana,2,Female,18,65-69 years,297,Tuberculosis,2,Percent,1990,0.0710913923367338,0.12163010135214275,0.040645446751400006
1,All Population,1,Deaths,207,Ghana,3,Both,18,65-69 years,297,Tuberculosis,2,Percent,1990,0.08815599366249946,0.13245138310723512,0.060195879779409905
1,All Population,1,Deaths,207,Ghana,1,Male,18,65-69 years,297,Tuberculosis,3,Rate,1990,524.007257479494,850.2981378616346,337.88771068852196
1,All Population,1,Deaths,207,Ghana,2,Female,18,65-69 years,297,Tuberculosis,3,Rate,1990,231.57821234155153,378.8631867393553,132.15574853313132
1,All Population,1,Deaths,207,Ghana,3,Both,18,65-69 years,297,Tuberculosis,3,Rate,1990,371.1211055998475,568.0130897174465,250.40163528403997
1,All Population,1,Deaths,207,Ghana,1,Male,19,70-74 years,297,Tuberculosis,1,Number,1990,473.06313699186063,715.3173718716043,298.55408535002744
1,All Population,1,Deaths,207,Ghana,2,Female,19,70-74 years,297,Tuberculosis,1,Number,1990,274.95005017695007,493.03397021340686,147.98062725001944
1,All Population,1,Deaths,207,Ghana,3,Both,19,70-74 years,297,Tuberculosis,1,Number,1990,748.0131871688103,1100.3826160885922,505.6942352281587
1,All Population,1,Deaths,207,Ghana,1,Male,19,70-74 years,297,Tuberculosis,2,Percent,1990,0.10961174982490189,0.16803727343093905,0.07211275151668134
1,All Population,1,Deaths,207,Ghana,2,Female,19,70-74 years,297,Tuberculosis,2,Percent,1990,0.086797484631605,0.15251737655893735,0.0491682447809764
1,All Population,1,Deaths,207,Ghana,3,Both,19,70-74 years,297,Tuberculosis,2,Percent,1990,0.0999349766455161,0.14671214282425588,0.06868779325151053
